timestamp,fit_power_T @ 0x24000B18,power_res @ 0x24001018,fit_power_W @ 0x24000B1C
0.845704,0.003680,3.008702,0.000000
0.849881,0.003680,2.909381,0.000000
0.854401,0.000330,3.041223,0.000000
0.859997,0.000330,2.940353,0.000000
0.865527,-0.000659,2.815660,0.000000
0.874637,-0.000659,2.765189,0.000000
0.878832,0.000110,2.847049,0.000000
0.892019,0.000220,2.847049,0.000000
0.899383,0.000220,2.847049,0.000000
0.905109,0.000220,2.936724,0.000000
0.909061,-0.003406,3.020795,0.000000
0.917276,-0.003406,2.886725,0.000000
0.923759,-0.003296,3.060870,0.000000
0.928345,-0.003296,2.799070,0.000000
0.940264,-0.003296,2.828178,0.000000
0.946624,0.000110,2.889533,0.000000
0.953751,0.000110,2.871396,0.000000
0.957728,0.000110,2.843984,0.000000
0.966097,0.000220,2.895824,0.000000
0.970244,0.000220,2.934557,0.000000
0.975721,0.000110,2.886665,0.000000
0.983372,0.000110,2.874828,0.000000
0.992412,0.003790,2.745003,0.000000
0.996649,0.003790,2.899751,0.000000
1.000729,0.003790,3.039369,0.000000
1.007843,0.003790,2.851896,0.000000
1.012272,0.003790,2.980824,0.000000
1.016274,0.003790,3.015006,0.000000
1.022896,0.000110,2.965352,0.000000
1.028706,0.000110,2.965352,0.000000
1.035297,0.000000,2.952938,0.000000
1.039795,0.000000,2.959017,0.000000
1.046372,0.000000,2.689668,0.000000
1.058114,-0.003406,2.910673,0.000000
1.063535,0.000110,2.894334,0.000000
1.068643,0.000110,2.818783,0.000000
1.077587,0.000110,3.011337,0.000000
1.081827,0.000110,3.076079,0.000000
1.086611,0.003680,3.011083,0.000000
1.094298,0.003680,2.976524,0.000000
1.103152,0.003680,2.791004,0.000000
1.107090,-0.003296,2.981288,0.000000
1.113538,0.000110,2.937338,0.000000
1.149116,0.003680,2.917534,0.000000
1.164019,0.000000,2.808064,0.000000
1.176926,0.000000,2.800832,0.000000
1.185359,0.000000,2.800832,0.000000
1.197795,0.000110,2.800832,0.000000
1.204052,0.003571,2.800832,0.000000
1.208262,0.003571,2.913616,0.000000
1.217260,0.000110,2.913616,0.000000
1.224724,0.000110,2.938704,0.000000
1.230759,0.000220,2.805409,0.000000
1.240055,0.000220,2.799505,0.000000
1.246269,0.000110,2.799505,0.000000
1.250342,0.000110,2.799505,0.000000
1.254762,0.000110,2.912952,0.000000
1.258936,0.003680,2.737976,0.000000
1.265822,0.003680,2.903047,0.000000
1.275710,-0.003296,2.893482,0.000000
1.282031,-0.003296,2.863635,0.000000
1.286092,-0.003406,2.917854,0.000000
1.291319,-0.003406,2.909742,0.000000
1.300028,0.000110,3.001729,0.000000
1.306991,0.000110,3.009333,0.000000
1.314227,0.003790,3.081342,0.000000
1.318383,0.003790,3.053871,0.000000
1.325969,-0.003296,3.053871,0.000000
1.337432,-0.003296,3.053871,0.000000
1.343740,0.000220,3.053871,0.000000
1.349718,0.000220,3.053871,0.000000
1.355645,0.000220,2.922535,0.000000
1.364235,0.000220,2.922535,0.000000
1.368296,-0.003406,2.818502,0.000000
1.383432,0.007251,2.804681,0.000000
1.400022,0.000110,2.942949,0.000000
1.407528,0.000110,2.789548,0.000000
1.413834,-0.003406,2.870390,0.000000
1.419304,-0.003406,2.956049,0.000000
1.427014,0.000110,2.864741,0.000000
1.432993,0.000110,2.932937,0.000000
1.437099,0.000110,3.000710,0.000000
1.447736,0.000110,2.670706,0.000000
1.457144,0.000110,2.879276,0.000000
1.462047,0.000110,2.756819,0.000000
1.466905,0.000110,2.756819,0.000000
1.473713,0.000110,2.756819,0.000000
1.478018,0.000110,2.756819,0.000000
1.484371,0.003680,2.756819,0.000000
1.492728,0.003680,2.756819,0.000000
1.497625,-0.003296,2.756819,0.000000
1.507423,-0.003296,2.756819,0.000000
1.512361,0.003680,2.756819,0.000000
1.522761,0.003680,2.756819,0.000000
1.526765,0.000330,2.756819,0.000000
1.533644,0.000330,2.756819,0.000000
1.538148,0.003680,2.756819,0.000000
1.552646,0.000110,2.756819,0.000000
1.556747,0.000110,2.726755,0.000000
1.562879,0.000110,2.718139,0.000000
1.567118,-0.003296,2.718139,0.000000
1.576013,-0.003296,2.718139,0.000000
1.584792,-0.003406,2.718139,0.000000
1.595063,0.000110,2.718139,0.000000
1.599715,0.000110,2.718139,0.000000
1.608715,0.003680,2.718139,0.000000
1.613904,0.003680,2.718139,0.000000
1.620132,0.000110,2.718139,0.000000
1.634740,-0.003296,2.916993,0.000000
1.644715,-0.003296,3.033512,0.000000
1.648779,0.000000,2.966197,0.000000
1.654992,0.000000,3.085948,0.000000
1.663294,0.000000,2.933686,0.000000
1.667432,0.000110,2.991505,0.000000
1.672921,0.000110,2.819809,0.000000
1.678767,0.000110,2.826257,0.000000
1.685450,0.000110,2.838691,0.000000
1.689408,0.000110,2.854618,0.000000
1.695806,0.000220,3.041655,0.000000
1.700077,0.000220,3.077714,0.000000
1.708011,0.000220,3.037928,0.000000
1.712390,0.000220,2.916964,0.000000
1.717443,0.003680,2.916964,0.000000
1.724426,0.003680,2.916964,0.000000
1.728802,0.003680,2.916964,0.000000
1.736550,0.004065,2.808721,0.000000
1.741127,0.004065,2.967797,0.000000
1.746163,0.004065,2.668862,0.000000
1.752939,-0.003296,2.811458,0.000000
1.757468,-0.003296,2.685029,0.000000
1.762750,0.000000,2.685029,0.000000
1.767048,0.000000,2.685029,0.000000
1.773817,0.000330,2.685029,0.000000
1.780900,0.000330,2.738114,0.000000
1.788722,-0.003406,2.798241,0.000000
1.794042,-0.003406,3.022835,0.000000
1.799547,-0.003406,2.908217,0.000000
1.808326,0.000220,2.908217,0.000000
1.813367,0.000220,2.908217,0.000000
1.817443,0.000110,2.908217,0.000000
1.825517,0.000110,2.908217,0.000000
1.829599,0.000110,2.908217,0.000000
1.835730,0.000110,2.908217,0.000000
1.840011,-0.003296,2.850909,0.000000
1.853905,-0.003296,2.850909,0.000000
1.858081,-0.003296,2.850909,0.000000
1.863508,0.000110,2.850909,0.000000
1.868719,0.000110,2.850909,0.000000
1.876725,0.000110,2.850909,0.000000
1.882880,0.000110,2.850909,0.000000
1.887118,0.000110,2.850909,0.000000
1.891573,-0.003516,2.850909,0.000000
1.897489,-0.003516,2.850909,0.000000
1.901531,0.000110,2.750277,0.000000
1.905838,0.000110,2.839878,0.000000
1.916897,0.003680,2.979769,0.000000
1.921943,0.003680,3.021221,0.000000
1.926488,0.003680,2.850876,0.000000
1.936335,0.003790,2.903765,0.000000
1.944750,0.000110,2.816684,0.000000
1.949024,0.000110,2.739486,0.000000
1.953479,0.000110,2.649043,0.000000
1.964039,0.003790,2.823576,0.000000
1.968042,0.000110,2.988716,0.000000
1.978083,0.000110,3.048286,0.000000
1.984468,0.003680,3.007652,0.000000
1.992580,0.003680,2.860509,0.000000
2.001457,0.000220,2.823258,0.000000
2.009146,0.000220,2.939563,0.000000
2.016889,0.000220,2.945891,0.000000
2.023464,0.000220,2.945891,0.000000
2.032988,0.000110,2.945891,0.000000
2.039129,0.000110,2.945891,0.000000
2.044179,0.000110,2.945891,0.000000
2.050378,0.000110,2.945891,0.000000
2.054983,0.000110,2.945891,0.000000
2.059317,0.000220,2.831073,0.000000
2.064388,0.000220,3.001984,0.000000
2.068393,-0.000275,2.904546,0.000000
2.074318,-0.000275,2.691068,0.000000
2.081108,-0.000275,2.704148,0.000000
2.087877,-0.003406,2.797028,0.000000
2.094560,-0.003406,2.813697,0.000000
2.100312,-0.003296,2.940312,0.000000
2.105744,-0.003296,2.781229,0.000000
2.110299,0.000220,2.789775,0.000000
2.118285,0.000220,2.710932,0.000000
2.126076,0.000220,2.956635,0.000000
2.134242,0.000220,3.019762,0.000000
2.139163,0.000110,2.841444,0.000000
2.149742,0.000110,3.022974,0.000000
2.156721,0.000220,2.922136,0.000000
2.161550,0.000220,2.839367,0.000000
2.166590,-0.003296,2.804441,0.000000
2.176565,-0.003296,2.797821,0.000000
2.183729,0.003790,2.797821,0.000000
2.188656,0.003790,2.797821,0.000000
2.194134,0.003790,2.830026,0.000000
2.199884,0.000220,2.767376,0.000000
2.204777,0.000220,2.777111,0.000000
2.212051,0.000220,2.894055,0.000000
2.220329,-0.003406,2.819270,0.000000
2.228053,-0.003406,3.012213,0.000000
2.233966,0.003680,2.994413,0.000000
2.242825,0.003680,2.843700,0.000000
2.247828,0.003680,2.798020,0.000000
2.254404,0.000110,2.676055,0.000000
2.258467,0.000110,2.935077,0.000000
2.267169,-0.003296,2.886419,0.000000
2.271195,-0.003296,2.805202,0.000000
2.278131,0.000220,2.805202,0.000000
2.289394,0.000220,2.805202,0.000000
2.295962,0.000110,2.798201,0.000000
2.304052,0.000110,2.794150,0.000000
2.308134,0.000000,2.701971,0.000000
2.313743,0.000000,2.772723,0.000000
2.323212,0.000110,2.831804,0.000000
2.327193,0.000110,2.838919,0.000000
2.332080,0.000110,2.788795,0.000000
2.337738,0.000220,2.938050,0.000000
2.342471,0.000220,2.812427,0.000000
2.347046,0.000220,2.974971,0.000000
2.358683,0.000220,2.850485,0.000000
2.365407,-0.003406,3.160605,0.000000
2.369381,-0.003406,2.952282,0.000000
2.378210,0.000110,3.023809,0.000000
2.383826,0.000110,2.923080,0.000000
2.390042,0.000110,2.809485,0.000000
2.394743,0.000110,2.805816,0.000000
2.405388,0.000110,2.858407,0.000000
2.411762,0.000110,2.777100,0.000000
2.417158,0.000110,2.907337,0.000000
2.424263,-0.003406,3.009013,0.000000
2.428988,-0.003406,2.907580,0.000000
2.437390,0.000220,3.039418,0.000000
2.442643,0.000220,3.128913,0.000000
2.446643,0.000110,2.962828,0.000000
2.453376,0.000110,2.905152,0.000000
2.457450,0.000110,2.977280,0.000000
2.463734,0.000110,3.140642,0.000000
2.470565,0.000110,2.879452,0.000000
2.480899,0.000220,2.980488,0.000000
2.485797,0.000220,2.967766,0.000000
2.492782,0.000220,2.892417,0.000000
2.497429,0.000220,2.987463,0.000000
2.503770,0.000220,2.904158,0.000000
2.507756,-0.003296,2.878789,0.000000
2.511866,-0.003296,2.813697,0.000000
2.515835,-0.003296,2.997537,0.000000
2.519888,0.000220,2.895568,0.000000
2.529378,0.000220,2.895568,0.000000
2.533656,-0.003516,2.895568,0.000000
2.537661,-0.003516,2.713773,0.000000
2.546306,0.000110,2.889443,0.000000
2.550500,0.000110,2.956621,0.000000
2.556889,0.000110,2.995469,0.000000
2.564165,0.000110,2.879583,0.000000
2.568318,0.000110,2.726999,0.000000
2.574005,-0.003186,2.803825,0.000000
2.578086,-0.003186,2.960486,0.000000
2.589611,0.003680,2.785086,0.000000
2.595750,0.003680,2.793668,0.000000
2.600878,-0.003406,2.852691,0.000000
2.607962,-0.003406,3.030093,0.000000
2.613740,-0.003406,3.012081,0.000000
2.617745,0.003680,3.008230,0.000000
2.628454,0.000220,2.838087,0.000000
2.638739,0.000220,2.983928,0.000000
2.645116,0.000220,2.815291,0.000000
2.649429,0.000220,2.722476,0.000000
2.656337,0.000220,2.833369,0.000000
2.660358,-0.003296,2.935073,0.000000
2.669338,-0.003296,2.956459,0.000000
2.673404,0.003680,3.065391,0.000000
2.680488,0.003680,2.712061,0.000000
2.688321,0.003790,2.763422,0.000000
2.695742,0.003790,2.964077,-0.523333
2.703028,0.000165,2.997332,-0.523333
2.707018,0.000165,2.985885,-1.151333
2.716102,-0.006702,3.008228,-1.151333
2.720697,-0.006702,2.730857,-1.151333
2.724985,-0.004779,3.101157,-7.326667
2.737401,-0.004779,2.870489,-11.199334
2.743773,-0.005328,3.296044,-11.199334
2.752290,-0.005328,3.296044,-11.199334
2.756328,-0.013898,3.296044,-7.745333
2.760381,-0.013898,3.296044,-7.745333
2.767118,-0.004724,3.296044,-13.397334
2.775293,-0.004724,2.853353,-13.397334
2.780299,-0.004724,2.889636,-13.397334
2.786282,-0.000824,6.790476,-9.420000
2.792639,-0.000824,3.191307,-9.420000
2.796736,-0.000824,2.918782,-21.038000
2.801197,-0.009778,3.262225,-21.038000
2.808075,-0.009778,3.040319,-21.038000
2.812582,-0.004834,2.910707,-26.585333
2.816655,-0.004834,3.697559,-26.585333
2.824330,-0.004834,2.886082,-30.667334
2.828739,-0.009613,3.332482,-30.667334
2.836057,-0.009613,3.036379,-30.667334
2.842252,-0.004999,4.075247,-37.680000
2.846160,-0.004999,3.116561,-37.680000
2.851514,-0.011810,3.074210,-46.681335
2.857084,-0.011810,4.134601,-46.681335
2.863242,-0.011810,3.579201,-46.681335
2.867329,-0.011810,3.579201,-49.298000
2.873847,-0.014392,3.579201,-49.298000
2.879833,-0.006976,3.579201,-54.636002
2.885646,-0.006976,3.371176,-54.636002
2.897512,-0.003241,3.434674,-57.043335
2.906053,-0.003241,3.162384,-57.043335
2.910074,-0.002252,7.549643,-65.730667
2.915519,-0.002252,3.684496,-65.730667
2.919884,-0.002252,3.371781,-65.730667
2.925029,-0.007086,3.206386,-64.474670
2.929108,-0.007086,3.174910,-73.685333
2.940194,-0.010876,8.398078,-73.685333
2.945749,-0.010876,3.545322,-73.685333
2.953772,-0.016754,3.990315,-85.931343
2.957818,-0.016754,3.696339,-85.931343
2.964848,-0.004999,4.331592,-81.116669
2.977218,-0.002582,4.331592,-83.105339
2.984760,-0.002582,4.331592,-83.105339
2.989012,-0.012744,3.793996,-88.548004
2.997024,-0.012744,3.793996,-88.548004
3.001475,-0.012744,3.793996,-88.548004
3.007869,-0.003406,3.793996,-92.734665
3.015742,-0.003406,3.793996,-92.734665
3.021497,-0.011646,3.793996,-91.583336
3.025619,-0.011646,3.437425,-91.583336
3.032437,-0.011646,3.260445,-84.989342
3.039788,-0.000494,5.458713,-84.989342
3.046855,-0.009119,4.475525,-93.153336
3.059521,-0.009119,3.513334,-93.153336
3.066429,-0.005219,8.837809,-97.340004
3.070417,-0.005219,4.461938,-97.340004
3.074496,-0.005219,3.681771,-97.340004
3.078569,-0.005988,6.588140,-99.956673
3.085743,-0.005988,3.817648,-99.956673
3.090563,-0.005988,3.890282,-103.201332
3.097134,-0.005988,5.299317,-103.201332
3.102641,-0.005988,3.819221,-105.399338
3.108970,-0.013568,4.196283,-105.399338
3.116408,-0.010931,4.211939,-107.388008
3.132888,-0.011151,3.671504,-111.051338
3.139953,-0.011151,3.900313,-111.051338
3.147299,-0.011151,3.771547,-111.365341
3.153018,0.003845,4.279004,-111.365341
3.160166,0.003845,3.820776,-117.226669
3.164154,0.002417,8.404043,-117.226669
3.168444,0.002417,3.890028,-117.226669
3.174648,0.002417,3.774939,-116.389336
3.179128,-0.007471,7.065255,-116.389336
3.187252,-0.019446,11.201870,-116.180008
